Image_ID,sleeve_length,neckline,outer_clothing_cardigan,upper_clothing_covering_navel,Fabric_Type,Pattern_Type,warmth_score,breathability_score
WOMEN-Blouses_Shirts-id_00000387-01_7_additional.jpg,sleeveless,lapel,no cardigan,yes,cotton,lattice,0.5,1.2
WOMEN-Blouses_Shirts-id_00000387-02_7_additional.jpg,sleeveless,lapel,no cardigan,yes,cotton,lattice,0.5,1.2
WOMEN-Blouses_Shirts-id_00000397-02_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00000402-02_4_full.jpg,long-sleeve,round,no cardigan,yes,chiffon,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00000414-02_1_front.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00000433-06_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00000442-01_7_additional.jpg,sleeveless,lapel,no cardigan,no,denim,pure color,0.3,1.2
WOMEN-Blouses_Shirts-id_00000442-02_7_additional.jpg,sleeveless,lapel,no cardigan,yes,denim,pure color,0.5,1.2
WOMEN-Blouses_Shirts-id_00000443-04_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,floral,0.5,1.3
WOMEN-Blouses_Shirts-id_00000445-01_7_additional.jpg,medium-sleeve,round,no cardigan,yes,chiffon,graphic,0.699999999999999,0.8999999999999999
WOMEN-Blouses_Shirts-id_00000448-02_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
WOMEN-Blouses_Shirts-id_00000462-02_7_additional.jpg,short-sleeve,lapel,no cardigan,no,cotton,graphic,0.4,1.1
WOMEN-Blouses_Shirts-id_00000479-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,floral,0.5,1.3
WOMEN-Blouses_Shirts-id_00000486-01_4_full.jpg,long-sleeve,round,no cardigan,yes,chiffon,pure color,0.8,0.8
WOMEN-Blouses_Shirts-id_00000496-02_4_full.jpg,long-sleeve,V-shape,no cardigan,yes,chiffon,pure color,0.8,1.0
WOMEN-Blouses_Shirts-id_00000497-02_4_full.jpg,short-sleeve,square,no cardigan,yes,chiffon,pure color,0.6,1.0
WOMEN-Blouses_Shirts-id_00000506-01_7_additional.jpg,long-sleeve,lapel,no cardigan,yes,cotton,lattice,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00000510-02_4_full.jpg,sleeveless,lapel,no cardigan,yes,chiffon,pure color,0.5,1.2
WOMEN-Blouses_Shirts-id_00000514-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00000528-01_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00000539-02_7_additional.jpg,long-sleeve,V-shape,yes cardigan,no,cotton,graphic,0.8999999999999999,1.0
WOMEN-Blouses_Shirts-id_00000588-03_1_front.jpg,sleeveless,round,no cardigan,yes,cotton,lattice,0.5,1.1
WOMEN-Blouses_Shirts-id_00000588-04_7_additional.jpg,long-sleeve,round,yes cardigan,yes,cotton,lattice,1.1,0.8
WOMEN-Blouses_Shirts-id_00000652-08_4_full.jpg,sleeveless,lapel,no cardigan,yes,cotton,pure color,0.5,1.2
WOMEN-Blouses_Shirts-id_00000693-02_4_full.jpg,long-sleeve,standing,no cardigan,yes,cotton,pure color,0.8,0.699999999999999
WOMEN-Blouses_Shirts-id_00000713-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00000718-03_4_full.jpg,short-sleeve,round,no cardigan,no,cotton,graphic,0.4,1.0
WOMEN-Blouses_Shirts-id_00000718-04_4_full.jpg,short-sleeve,round,no cardigan,no,cotton,graphic,0.4,1.0
WOMEN-Blouses_Shirts-id_00000720-02_7_additional.jpg,sleeveless,V-shape,no cardigan,yes,chiffon,floral,0.5,1.3
WOMEN-Blouses_Shirts-id_00000720-03_4_full.jpg,sleeveless,V-shape,no cardigan,yes,chiffon,floral,0.5,1.3
WOMEN-Blouses_Shirts-id_00000721-03_4_full.jpg,medium-sleeve,round,yes cardigan,yes,cotton,pure color,1.0,0.8999999999999999
WOMEN-Blouses_Shirts-id_00000723-02_4_full.jpg,long-sleeve,round,no cardigan,no,cotton,pure color,0.6,0.8
WOMEN-Blouses_Shirts-id_00000727-03_4_full.jpg,short-sleeve,round,no cardigan,yes,cotton,floral,0.6,1.0
WOMEN-Blouses_Shirts-id_00000737-01_1_front.jpg,medium-sleeve,round,yes cardigan,no,cotton,pure color,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00000737-01_2_side.jpg,medium-sleeve,suspenders,yes cardigan,no,cotton,pure color,0.8,1.1
WOMEN-Blouses_Shirts-id_00000737-02_1_front.jpg,medium-sleeve,round,yes cardigan,no,cotton,pure color,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00000751-03_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,floral,0.5,1.1
WOMEN-Blouses_Shirts-id_00000774-04_4_full.jpg,short-sleeve,round,no cardigan,no,chiffon,graphic,0.4,1.0
WOMEN-Blouses_Shirts-id_00000774-05_4_full.jpg,short-sleeve,round,no cardigan,no,chiffon,graphic,0.4,1.0
WOMEN-Blouses_Shirts-id_00000794-03_4_full.jpg,short-sleeve,round,no cardigan,yes,cotton,color block,0.6,1.0
WOMEN-Blouses_Shirts-id_00000797-03_4_full.jpg,medium-sleeve,round,no cardigan,yes,chiffon,graphic,0.699999999999999,0.8999999999999999
WOMEN-Blouses_Shirts-id_00000808-03_4_full.jpg,sleeveless,V-shape,no cardigan,yes,cotton,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00000856-01_1_front.jpg,medium-sleeve,lapel,no cardigan,yes,cotton,pure color,0.699999999999999,1.0
WOMEN-Blouses_Shirts-id_00000856-02_1_front.jpg,medium-sleeve,lapel,no cardigan,yes,cotton,pure color,0.699999999999999,1.0
WOMEN-Blouses_Shirts-id_00000876-02_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,lattice,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00000890-03_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00000906-02_4_full.jpg,medium-sleeve,round,no cardigan,no,cotton,graphic,0.5,0.8999999999999999
WOMEN-Blouses_Shirts-id_00000915-01_7_additional.jpg,long-sleeve,V-shape,yes cardigan,yes,cotton,graphic,1.1,1.0
WOMEN-Blouses_Shirts-id_00000941-01_7_additional.jpg,medium-sleeve,round,no cardigan,yes,cotton,graphic,0.699999999999999,0.8999999999999999
WOMEN-Blouses_Shirts-id_00000947-02_4_full.jpg,long-sleeve,round,yes cardigan,yes,chiffon,pure color,1.1,0.8
WOMEN-Blouses_Shirts-id_00000951-01_4_full.jpg,medium-sleeve,V-shape,no cardigan,yes,cotton,graphic,0.699999999999999,1.1
WOMEN-Blouses_Shirts-id_00000997-01_4_full.jpg,medium-sleeve,round,no cardigan,yes,chiffon,graphic,0.699999999999999,0.8999999999999999
WOMEN-Blouses_Shirts-id_00000998-01_4_full.jpg,long-sleeve,lapel,no cardigan,yes,chiffon,graphic,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001018-06_4_full.jpg,short-sleeve,round,no cardigan,yes,chiffon,pure color,0.6,1.0
WOMEN-Blouses_Shirts-id_00001030-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00001033-02_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00001057-02_1_front.jpg,long-sleeve,V-shape,yes cardigan,yes,chiffon,graphic,1.1,1.0
WOMEN-Blouses_Shirts-id_00001072-02_7_additional.jpg,medium-sleeve,round,no cardigan,yes,cotton,graphic,0.699999999999999,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001086-02_1_front.jpg,sleeveless,round,no cardigan,yes,chiffon,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001086-02_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001086-03_1_front.jpg,long-sleeve,round,yes cardigan,yes,chiffon,pure color,1.1,0.8
WOMEN-Blouses_Shirts-id_00001093-04_1_front.jpg,long-sleeve,lapel,no cardigan,yes,cotton,graphic,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001095-03_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001102-03_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,striped,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001102-04_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,striped,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001131-03_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00001151-03_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00001160-02_1_front.jpg,long-sleeve,V-shape,no cardigan,yes,chiffon,pure color,0.8,1.0
WOMEN-Blouses_Shirts-id_00001170-07_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001175-02_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00001194-06_4_full.jpg,sleeveless,V-shape,no cardigan,yes,cotton,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00001196-03_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00001200-03_4_full.jpg,medium-sleeve,V-shape,no cardigan,yes,cotton,pure color,0.699999999999999,1.1
WOMEN-Blouses_Shirts-id_00001200-05_7_additional.jpg,medium-sleeve,V-shape,no cardigan,yes,cotton,pure color,0.699999999999999,1.1
WOMEN-Blouses_Shirts-id_00001217-03_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00001219-03_7_additional.jpg,long-sleeve,V-shape,yes cardigan,yes,chiffon,graphic,1.1,1.0
WOMEN-Blouses_Shirts-id_00001233-03_4_full.jpg,long-sleeve,square,no cardigan,yes,chiffon,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00001234-05_4_full.jpg,long-sleeve,round,yes cardigan,yes,cotton,color block,1.1,0.8
WOMEN-Blouses_Shirts-id_00001234-06_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,color block,0.5,1.1
WOMEN-Blouses_Shirts-id_00001241-03_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,floral,0.8,0.8
WOMEN-Blouses_Shirts-id_00001259-02_4_full.jpg,sleeveless,lapel,no cardigan,yes,chiffon,pure color,0.5,1.2
WOMEN-Blouses_Shirts-id_00001270-02_1_front.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001280-01_4_full.jpg,short-sleeve,round,no cardigan,yes,cotton,graphic,0.6,1.0
WOMEN-Blouses_Shirts-id_00001282-01_2_side.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001282-02_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001299-02_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00001306-01_4_full.jpg,long-sleeve,V-shape,no cardigan,yes,cotton,graphic,0.8,1.0
WOMEN-Blouses_Shirts-id_00001327-06_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001334-04_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00001334-05_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00001338-02_1_front.jpg,long-sleeve,round,yes cardigan,yes,chiffon,pure color,1.1,0.8
WOMEN-Blouses_Shirts-id_00001339-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00001359-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,floral,0.5,1.3
WOMEN-Blouses_Shirts-id_00001364-01_4_full.jpg,medium-sleeve,lapel,no cardigan,yes,cotton,pure color,0.699999999999999,1.0
WOMEN-Blouses_Shirts-id_00001377-01_4_full.jpg,short-sleeve,standing,no cardigan,yes,denim,pure color,0.6,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001393-01_4_full.jpg,medium-sleeve,V-shape,no cardigan,yes,cotton,graphic,0.699999999999999,1.1
WOMEN-Blouses_Shirts-id_00001400-02_4_full.jpg,long-sleeve,V-shape,no cardigan,yes,cotton,graphic,0.8,1.0
WOMEN-Blouses_Shirts-id_00001419-03_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00001421-03_4_full.jpg,sleeveless,suspenders,no cardigan,no,chiffon,pure color,0.3,1.3
WOMEN-Blouses_Shirts-id_00001441-02_4_full.jpg,sleeveless,V-shape,no cardigan,yes,cotton,floral,0.5,1.3
WOMEN-Blouses_Shirts-id_00001446-07_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00001446-08_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00001447-02_1_front.jpg,sleeveless,round,no cardigan,yes,chiffon,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001451-01_4_full.jpg,short-sleeve,round,no cardigan,yes,cotton,graphic,0.6,1.0
WOMEN-Blouses_Shirts-id_00001454-03_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00001455-01_4_full.jpg,sleeveless,lapel,no cardigan,yes,denim,pure color,0.5,1.2
WOMEN-Blouses_Shirts-id_00001465-01_7_additional.jpg,sleeveless,suspenders,no cardigan,no,cotton,striped,0.3,1.3
WOMEN-Blouses_Shirts-id_00001471-03_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001484-02_4_full.jpg,long-sleeve,suspenders,no cardigan,yes,cotton,pure color,0.8,1.0
WOMEN-Blouses_Shirts-id_00001530-01_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001570-02_1_front.jpg,long-sleeve,lapel,yes cardigan,yes,denim,pure color,1.1,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001621-03_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
WOMEN-Blouses_Shirts-id_00001624-06_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,pure color,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001631-02_4_full.jpg,medium-sleeve,V-shape,no cardigan,yes,chiffon,pure color,0.699999999999999,1.1
WOMEN-Blouses_Shirts-id_00001632-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00001633-03_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00001642-01_1_front.jpg,medium-sleeve,V-shape,yes cardigan,yes,cotton,graphic,1.0,1.1
WOMEN-Blouses_Shirts-id_00001652-02_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,lattice,0.5,1.1
WOMEN-Blouses_Shirts-id_00001658-03_1_front.jpg,short-sleeve,V-shape,no cardigan,yes,chiffon,pure color,0.6,1.2
WOMEN-Blouses_Shirts-id_00001661-03_4_full.jpg,short-sleeve,round,no cardigan,no,other,other,0.4,1.0
WOMEN-Blouses_Shirts-id_00001706-01_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,graphic,0.6,1.1
WOMEN-Blouses_Shirts-id_00001709-02_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00001710-01_1_front.jpg,sleeveless,round,no cardigan,yes,cotton,striped,0.5,1.1
WOMEN-Blouses_Shirts-id_00001712-01_4_full.jpg,medium-sleeve,lapel,no cardigan,yes,cotton,pure color,0.699999999999999,1.0
WOMEN-Blouses_Shirts-id_00001722-07_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
WOMEN-Blouses_Shirts-id_00001739-03_4_full.jpg,sleeveless,V-shape,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00001755-01_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00001766-01_4_full.jpg,long-sleeve,V-shape,no cardigan,yes,cotton,graphic,0.8,1.0
WOMEN-Blouses_Shirts-id_00001766-02_4_full.jpg,long-sleeve,V-shape,no cardigan,yes,cotton,graphic,0.8,1.0
WOMEN-Blouses_Shirts-id_00001768-02_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,lattice,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001790-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00001807-03_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00001810-01_7_additional.jpg,sleeveless,round,no cardigan,yes,chiffon,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00001823-02_4_full.jpg,short-sleeve,round,no cardigan,yes,cotton,graphic,0.6,1.0
WOMEN-Blouses_Shirts-id_00001825-06_4_full.jpg,long-sleeve,V-shape,yes cardigan,yes,chiffon,pure color,1.1,1.0
WOMEN-Blouses_Shirts-id_00001839-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00001840-04_4_full.jpg,short-sleeve,V-shape,no cardigan,yes,cotton,striped,0.6,1.2
WOMEN-Blouses_Shirts-id_00001850-03_7_additional.jpg,sleeveless,V-shape,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00001862-02_1_front.jpg,medium-sleeve,round,yes cardigan,yes,cotton,graphic,1.0,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001895-01_7_additional.jpg,long-sleeve,lapel,yes cardigan,yes,cotton,lattice,1.1,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001895-02_7_additional.jpg,long-sleeve,lapel,yes cardigan,yes,cotton,lattice,1.1,0.8999999999999999
WOMEN-Blouses_Shirts-id_00001898-02_7_additional.jpg,long-sleeve,standing,no cardigan,yes,cotton,lattice,0.8,0.699999999999999
WOMEN-Blouses_Shirts-id_00001916-01_4_full.jpg,long-sleeve,V-shape,no cardigan,yes,chiffon,pure color,0.8,1.0
WOMEN-Blouses_Shirts-id_00001921-01_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00001930-01_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00001939-02_2_side.jpg,long-sleeve,suspenders,yes cardigan,no,cotton,graphic,0.8999999999999999,1.0
WOMEN-Blouses_Shirts-id_00001950-03_1_front.jpg,long-sleeve,round,yes cardigan,yes,other,other,1.1,0.8
WOMEN-Blouses_Shirts-id_00001957-02_4_full.jpg,sleeveless,suspenders,no cardigan,no,cotton,floral,0.3,1.3
WOMEN-Blouses_Shirts-id_00001962-01_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00001969-01_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00001981-04_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00002004-04_4_full.jpg,short-sleeve,suspenders,no cardigan,yes,chiffon,pure color,0.6,1.2
WOMEN-Blouses_Shirts-id_00002008-06_4_full.jpg,long-sleeve,round,no cardigan,yes,chiffon,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00002014-01_4_full.jpg,short-sleeve,round,no cardigan,yes,cotton,pure color,0.6,1.0
WOMEN-Blouses_Shirts-id_00002048-02_3_back.jpg,long-sleeve,standing,no cardigan,yes,chiffon,pure color,0.8,0.699999999999999
WOMEN-Blouses_Shirts-id_00002048-02_4_full.jpg,long-sleeve,standing,no cardigan,yes,chiffon,graphic,0.8,0.699999999999999
WOMEN-Blouses_Shirts-id_00002050-02_4_full.jpg,long-sleeve,V-shape,no cardigan,yes,chiffon,pure color,0.8,1.0
WOMEN-Blouses_Shirts-id_00002052-01_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00002062-01_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00002068-03_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00002069-01_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00002098-02_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,other,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00002135-01_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00002153-01_7_additional.jpg,sleeveless,suspenders,no cardigan,yes,cotton,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00002246-02_1_front.jpg,long-sleeve,V-shape,no cardigan,yes,chiffon,pure color,0.8,1.0
WOMEN-Blouses_Shirts-id_00002246-03_1_front.jpg,long-sleeve,V-shape,no cardigan,yes,chiffon,pure color,0.8,1.0
WOMEN-Blouses_Shirts-id_00002330-03_4_full.jpg,sleeveless,lapel,no cardigan,yes,cotton,pure color,0.5,1.2
WOMEN-Blouses_Shirts-id_00002333-02_7_additional.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
WOMEN-Blouses_Shirts-id_00002333-04_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,pure color,0.8,0.8
WOMEN-Blouses_Shirts-id_00002334-04_4_full.jpg,sleeveless,V-shape,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00002334-05_4_full.jpg,sleeveless,V-shape,no cardigan,yes,chiffon,pure color,0.5,1.3
WOMEN-Blouses_Shirts-id_00002336-03_7_additional.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,lattice,0.5,1.3
WOMEN-Blouses_Shirts-id_00002336-04_1_front.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,lattice,0.5,1.3
WOMEN-Blouses_Shirts-id_00002356-02_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,striped,0.5,1.1
WOMEN-Blouses_Shirts-id_00002363-01_4_full.jpg,long-sleeve,lapel,no cardigan,yes,cotton,lattice,0.8,0.8999999999999999
WOMEN-Blouses_Shirts-id_00002374-02_7_additional.jpg,long-sleeve,V-shape,no cardigan,yes,chiffon,graphic,0.8,1.0
WOMEN-Blouses_Shirts-id_00002384-01_4_full.jpg,short-sleeve,round,no cardigan,no,cotton,graphic,0.4,1.0
WOMEN-Blouses_Shirts-id_00002384-02_4_full.jpg,short-sleeve,round,no cardigan,no,cotton,graphic,0.4,1.0
WOMEN-Blouses_Shirts-id_00002384-04_4_full.jpg,short-sleeve,round,no cardigan,no,cotton,graphic,0.4,1.0
WOMEN-Blouses_Shirts-id_00002392-01_4_full.jpg,medium-sleeve,lapel,no cardigan,yes,cotton,pure color,0.699999999999999,1.0
WOMEN-Blouses_Shirts-id_00002414-02_4_full.jpg,long-sleeve,round,no cardigan,yes,cotton,graphic,0.8,0.8
WOMEN-Blouses_Shirts-id_00002425-01_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,pure color,0.5,1.1
WOMEN-Blouses_Shirts-id_00002436-02_4_full.jpg,medium-sleeve,square,no cardigan,no,chiffon,floral,0.5,0.8999999999999999
WOMEN-Blouses_Shirts-id_00002441-01_4_full.jpg,sleeveless,round,no cardigan,yes,chiffon,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00002452-02_1_front.jpg,short-sleeve,round,no cardigan,yes,chiffon,pure color,0.6,1.0
WOMEN-Blouses_Shirts-id_00002452-02_7_additional.jpg,short-sleeve,round,no cardigan,yes,chiffon,pure color,0.6,1.0
WOMEN-Blouses_Shirts-id_00002473-03_1_front.jpg,medium-sleeve,round,yes cardigan,yes,cotton,graphic,1.0,0.8999999999999999
WOMEN-Blouses_Shirts-id_00002473-03_7_additional.jpg,medium-sleeve,round,yes cardigan,yes,cotton,graphic,1.0,0.8999999999999999
WOMEN-Blouses_Shirts-id_00002489-02_4_full.jpg,short-sleeve,round,no cardigan,yes,chiffon,graphic,0.6,1.0
WOMEN-Blouses_Shirts-id_00002501-04_4_full.jpg,sleeveless,lapel,no cardigan,yes,cotton,pure color,0.5,1.2
WOMEN-Blouses_Shirts-id_00002504-01_4_full.jpg,long-sleeve,V-shape,no cardigan,yes,chiffon,graphic,0.8,1.0
WOMEN-Blouses_Shirts-id_00002542-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00002542-03_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00002546-02_4_full.jpg,sleeveless,V-shape,no cardigan,yes,chiffon,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00002558-02_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00002558-03_4_full.jpg,sleeveless,suspenders,no cardigan,yes,cotton,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00002580-04_4_full.jpg,sleeveless,round,no cardigan,yes,cotton,graphic,0.5,1.1
WOMEN-Blouses_Shirts-id_00002585-01_4_full.jpg,medium-sleeve,round,no cardigan,yes,cotton,graphic,0.699999999999999,0.8999999999999999
WOMEN-Blouses_Shirts-id_00002585-02_4_full.jpg,medium-sleeve,round,no cardigan,yes,cotton,graphic,0.699999999999999,0.8999999999999999
WOMEN-Blouses_Shirts-id_00002593-03_4_full.jpg,sleeveless,suspenders,no cardigan,yes,chiffon,graphic,0.5,1.3
WOMEN-Blouses_Shirts-id_00002597-02_7_additional.jpg,long-sleeve,round,yes cardigan,yes,cotton,lattice,1.1,0.8
WOMEN-Blouses_Shirts-id_00002601-02_4_full.jpg,short-sleeve,lapel,no cardigan,yes,cotton,pure color,0.6,1.1
